"chave","Cidade","UF","lat","lon","Mes","Predito","Limite.Inferior","Limite.Superior","codigo","nome_mes"
"IMPERATRIZ - MA","IMPERATRIZ "," MA",-5.53638888,-47.47888888,5,47.02,42.81,50.95,"2105302","Mai"
"IMPERATRIZ - MA","IMPERATRIZ "," MA",-5.53638888,-47.47888888,4,67.21,63.16,74.98,"2105302","Abr"
"IMPERATRIZ - MA","IMPERATRIZ "," MA",-5.53638888,-47.47888888,3,86.44,82.61,96.42,"2105302","Mar"
"IMPERATRIZ - MA","IMPERATRIZ "," MA",-5.53638888,-47.47888888,2,99.64,95.31,111.16,"2105302","Fev"
"IMPERATRIZ - MA","IMPERATRIZ "," MA",-5.53638888,-47.47888888,1,102.33,98.04,112.77,"2105302","Jan"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,12,51.79,48.74,55.27,"2914604","Dez"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,11,41.53,39.21,43.86,"2914604","Nov"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,10,29.97,28.16,31.71,"2914604","Out"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,9,20.87,18.76,22.16,"2914604","Set"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,8,16.48,14.07,17.78,"2914604","Ago"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,7,17.97,15.96,19.23,"2914604","Jul"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,6,24.37,23,25.72,"2914604","Jun"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,5,34.22,32.54,36.25,"2914604","Mai"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,4,44.87,42.92,47.67,"2914604","Abr"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,3,53.8,51.46,57.11,"2914604","Mar"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,2,58.77,55.58,62.86,"2914604","Fev"
"IRECE - BA","IRECE "," BA",-11.31138888,-41.85861111,1,57.97,54.62,62.38,"2914604","Jan"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,12,46.43,42.88,50.48,"2803005","Dez"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,11,41.3,38.03,45.29,"2803005","Nov"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,10,38.96,35.51,42.82,"2803005","Out"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,9,40.1,35.69,45.52,"2803005","Set"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,8,44.43,39.39,50.32,"2803005","Ago"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,7,51.44,45.94,56.76,"2803005","Jul"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,6,59.09,53.82,63.51,"2803005","Jun"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,5,64.46,59.52,68.63,"2803005","Mai"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,4,66.42,61.78,70.47,"2803005","Abr"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,3,64.71,59.88,68.93,"2803005","Mar"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,2,59.56,55.09,64.28,"2803005","Fev"
"ITABAIANINHA - SE","ITABAIANINHA "," SE",-11.272334,-37.794973,1,53.01,48.94,57.57,"2803005","Jan"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,12,55.57,51.6,61.76,"2917201","Dez"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,11,46.62,43.26,51.91,"2917201","Nov"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,10,35.5,32.29,39.19,"2917201","Out"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,9,25.99,22.91,28.49,"2917201","Set"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,8,19.55,16.69,21.14,"2917201","Ago"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,7,16.57,14.19,19.58,"2917201","Jul"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,6,18.32,16.21,23.18,"2917201","Jun"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,5,25.32,23.1,31.23,"2917201","Mai"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,4,36.17,33.52,41.77,"2917201","Abr"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,3,47.67,43.97,53.73,"2917201","Mar"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,2,56.1,51.83,61.78,"2917201","Fev"
"ITUACU - BA","ITUACU "," BA",-13.81277777,-41.29972221,1,59.18,54.8,64.93,"2917201","Jan"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,12,67.09,61.52,71.31,"2917508","Dez"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,11,59.65,54.88,63.46,"2917508","Nov"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,10,49.97,46.45,52.49,"2917508","Out"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,9,40.64,37.84,42.67,"2917508","Set"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,8,33.73,31.13,36.56,"2917508","Ago"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,7,30.12,28.11,34.14,"2917508","Jul"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,6,31.71,29.64,36.35,"2917508","Jun"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,5,38.52,35.91,41.67,"2917508","Mai"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,4,48.05,45.21,51.19,"2917508","Abr"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,3,58.5,54.25,62.42,"2917508","Mar"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,2,66.44,61.71,70.79,"2917508","Fev"
"JACOBINA - BA","JACOBINA "," BA",-11.17277777,-40.53416666,1,69.65,64.02,74.21,"2917508","Jan"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,12,85.98,75.25,91.54,"2919306","Dez"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,11,72.24,64.7,76.85,"2919306","Nov"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,10,57.18,52.62,60.51,"2919306","Out"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,9,45.64,42.86,47.67,"2919306","Set"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,8,39.25,37.08,41.21,"2919306","Ago"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,7,38.55,34.89,41.82,"2919306","Jul"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,6,43.6,38.88,48.2,"2919306","Jun"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,5,54.05,49.08,59.9,"2919306","Mai"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,4,67.72,62.21,75.42,"2919306","Abr"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,3,81.21,73.33,89.7,"2919306","Mar"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,2,90.31,79.6,98.74,"2919306","Fev"
"LENCOIS - BA","LENCOIS "," BA",-12.557854,-41.388808,1,92.24,80.6,99.88,"2919306","Jan"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,12,70.76,66.94,76.43,"2205805","Dez"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,11,50.96,48.27,55.37,"2205805","Nov"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,10,35.42,33.27,37.6,"2205805","Out"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,9,24.61,23.17,27.24,"2205805","Set"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,8,20.06,18.46,24.11,"2205805","Ago"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,7,24.52,22.37,29.41,"2205805","Jul"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,6,38.57,35.65,44.16,"2205805","Jun"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,5,58.58,54.12,64.8,"2205805","Mai"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,4,79.22,72.91,85.84,"2205805","Abr"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,3,94.16,86.9,102.21,"2205805","Mar"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,2,98.02,91.2,106.2,"2205805","Fev"
"LUZILANDIA - PI","LUZILANDIA "," PI",-3.46972221,-42.26805554,1,89.22,83.6,96.36,"2205805","Jan"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,12,48.44,42.35,53.78,"2704302","Dez"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,11,51.55,45.5,55.1,"2704302","Nov"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,10,59.74,54.07,64.26,"2704302","Out"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,9,71.95,66.83,78.05,"2704302","Set"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,8,85.79,80.01,92.61,"2704302","Ago"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,7,97.11,90.76,103.89,"2704302","Jul"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,6,101.94,95.04,108.64,"2704302","Jun"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,5,98.45,91.63,106.66,"2704302","Mai"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,4,88.11,80.95,97.59,"2704302","Abr"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,3,74.08,66.96,84.09,"2704302","Mar"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,2,60.75,52.68,70.36,"2704302","Fev"
"MACEIO - AL","MACEIO "," AL",-9.55138888,-35.77083332,1,51.4,44.55,59.62,"2704302","Jan"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,12,52.31,47.95,54.48,"2509701","Dez"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,11,38.53,35.02,40.76,"2509701","Nov"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,10,28.9,26.14,32.33,"2509701","Out"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,9,23.07,20.8,28.24,"2509701","Set"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,8,22.45,20.7,27.87,"2509701","Ago"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,7,29.3,26.97,33.53,"2509701","Jul"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,6,42.08,39.01,46.85,"2509701","Jun"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,5,58.1,54.1,63.49,"2509701","Mai"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,4,72.51,67.44,77.46,"2509701","Abr"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,3,79.97,75.27,84.62,"2509701","Mar"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,2,78.11,74.58,82.48,"2509701","Fev"
"MONTEIRO - PB","MONTEIRO "," PB",-7.89444444,-37.12472221,1,67.49,63.7,71.28,"2509701","Jan"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,12,37.89,30.78,43.71,"2308708","Dez"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,11,27.73,22.14,31.21,"2308708","Nov"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,10,20.5,15.69,22.15,"2308708","Out"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,9,16.86,14.15,18.18,"2308708","Set"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,8,18.29,15.23,20.39,"2308708","Ago"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,7,25.03,20.86,27.3,"2308708","Jul"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,6,33.86,30.83,37.16,"2308708","Jun"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,5,44.83,41.17,48.54,"2308708","Mai"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,4,52.55,48.41,59.97,"2308708","Abr"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,3,55.44,49.83,65.77,"2308708","Mar"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,2,53.76,46.92,64.49,"2308708","Fev"
"MORADA NOVA - CE","MORADA NOVA "," CE",-5.13666666,-38.35666666,1,47.19,39.97,56.28,"2308708","Jan"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,12,52.65,47.72,57.2,"2921708","Dez"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,11,46.58,43.53,50.3,"2921708","Nov"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,10,38.43,36.82,41.86,"2921708","Out"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,9,31.06,30.21,33.7,"2921708","Set"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,8,25.47,24.71,26.67,"2921708","Ago"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,7,21.96,21,23.28,"2921708","Jul"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,6,21.31,19.56,23.41,"2921708","Jun"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,5,24.64,22.84,27.7,"2921708","Mai"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,4,31.61,28.57,35.36,"2921708","Abr"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,3,40.85,36.14,45.49,"2921708","Mar"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,2,49.17,43.25,54.41,"2921708","Fev"
"MORRO DO CHAPEU - BA","MORRO DO CHAPEU "," BA",-11.547494,-41.151165,1,53.81,47.78,58.83,"2921708","Jan"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,12,33.42,30.24,36.91,"2408102","Dez"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,11,32.87,30.09,36.52,"2408102","Nov"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,10,42.37,39.21,46.35,"2408102","Out"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,9,59.26,54.07,64.56,"2408102","Set"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,8,82.06,73.67,88.67,"2408102","Ago"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,7,105.09,95.59,113.25,"2408102","Jul"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,6,119.91,112.14,128.8,"2408102","Jun"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,5,121.94,115.16,130.3,"2408102","Mai"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,4,110.89,104.43,118.04,"2408102","Abr"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,3,89.82,84.46,95.53,"2408102","Mar"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,2,65.59,61.13,70.07,"2408102","Fev"
"NATAL - RN","NATAL "," RN",-5.83722221,-35.20777777,1,45.05,41.02,48.43,"2408102","Jan"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,12,70.77,62.07,77.27,"2609907","Dez"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,11,56.37,49.04,62.32,"2609907","Nov"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,10,41.27,35.97,47,"2609907","Out"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,9,30.11,25.87,34.92,"2609907","Set"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,8,22.53,19.39,26.64,"2609907","Ago"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,7,18.8,15.89,22.56,"2609907","Jul"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,6,21.74,19.02,25.6,"2609907","Jun"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,5,32.43,29.44,36.89,"2609907","Mai"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,4,48.05,44.53,53.71,"2609907","Abr"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,3,64.11,58.43,70.42,"2609907","Mar"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,2,75.59,68.12,82.17,"2609907","Fev"
"OURICURI - PE","OURICURI "," PE",-7.87944443,-40.09194444,1,77.91,69.25,84.84,"2609907","Jan"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,12,29.63,27.09,31.83,"2706307","Dez"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,11,24.08,21.87,26.07,"2706307","Nov"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,10,22.67,20.79,24.93,"2706307","Out"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,9,25.67,23.67,28.57,"2706307","Set"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,8,33.15,30.06,36.3,"2706307","Ago"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,7,42.58,38.75,45.89,"2706307","Jul"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,6,50.93,47.7,55.14,"2706307","Jun"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,5,56.29,53.89,61.17,"2706307","Mai"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,4,57.09,53.99,62.03,"2706307","Abr"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,3,53.89,49.79,57.62,"2706307","Mar"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,2,46.86,42.86,49.49,"2706307","Fev"
"PALMEIRA DOS INDIOS - AL","PALMEIRA DOS INDIOS "," AL",-9.42027777,-36.62027777,1,37.99,35.11,40.21,"2706307","Jan"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,12,26.46,23.95,28.76,"2706406","Dez"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,11,22.36,20.56,24.44,"2706406","Nov"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,10,20.62,19.1,22.51,"2706406","Out"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,9,21.56,19.31,24.13,"2706406","Set"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,8,25.23,22.73,28.76,"2706406","Ago"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,7,31.2,28.02,35.47,"2706406","Jul"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,6,37.79,33.84,41.9,"2706406","Jun"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,5,42.2,38.34,46.44,"2706406","Mai"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,4,44.14,40.6,48.32,"2706406","Abr"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,3,41.87,39.24,46.28,"2706406","Mar"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,2,37.35,35.08,41.29,"2706406","Fev"
"PAO DE ACUCAR - AL","PAO DE ACUCAR "," AL",-9.74916666,-37.43083332,1,31.98,29.45,34.97,"2706406","Jan"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,12,42.12,36.7,46.66,"2510808","Dez"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,11,26.06,22.23,29.92,"2510808","Nov"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,10,19.3,16.66,21.65,"2510808","Out"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,9,21.91,20.37,23.42,"2510808","Set"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,8,30.94,29.64,32.14,"2510808","Ago"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,7,43.28,42.04,45,"2510808","Jul"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,6,59.92,57.35,62.43,"2510808","Jun"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,5,79.11,74.19,82.19,"2510808","Mai"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,4,92.36,85.56,95.8,"2510808","Abr"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,3,93.84,85.83,97.21,"2510808","Mar"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,2,82.8,74.99,86.86,"2510808","Fev"
"PATOS - PB","PATOS "," PB",-7.05361111,-37.27388888,1,63.42,56.57,67.81,"2510808","Jan"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,12,71.59,69.05,76.06,"2207801","Dez"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,11,56.93,55.01,59.66,"2207801","Nov"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,10,40.52,38.91,42,"2207801","Out"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,9,28.03,26.35,29.05,"2207801","Set"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,8,18.83,17.6,20.04,"2207801","Ago"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,7,13.96,12.87,15.48,"2207801","Jul"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,6,16.45,14.88,17.95,"2207801","Jun"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,5,27.21,25.26,29.33,"2207801","Mai"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,4,43.56,41.13,46.98,"2207801","Abr"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,3,61.06,58.07,65.42,"2207801","Mar"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,2,74.02,70.54,78.76,"2207801","Fev"
"PAULISTANA - PI","PAULISTANA "," PI",-8.13222221,-41.14305555,1,78.25,74.76,82.7,"2207801","Jan"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,12,43.14,41.33,46.45,"2611101","Dez"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,11,35.45,34.37,38.05,"2611101","Nov"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,10,26.87,26.15,28.72,"2611101","Out"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,9,19.79,18.9,21.28,"2611101","Set"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,8,15.28,14.3,16.4,"2611101","Ago"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,7,14.45,13.46,15.47,"2611101","Jul"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,6,17.99,16.76,19.33,"2611101","Jun"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,5,25.01,23.85,27.03,"2611101","Mai"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,4,34.03,32.47,36.01,"2611101","Abr"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,3,42.34,40.18,44.39,"2611101","Mar"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,2,47.23,45.13,50.14,"2611101","Fev"
"PETROLINA - PE","PETROLINA "," PE",-9.3886111,-40.52333332,1,47.43,45.49,50.84,"2611101","Jan"
"PICOS - PI","PICOS "," PI",-7.08083332,-41.43499999,12,49.37,46.24,52.14,"2208007","Dez"
"PICOS - PI","PICOS "," PI",-7.08083332,-41.43499999,11,32.23,30.28,35.49,"2208007","Nov"
"PICOS - PI","PICOS "," PI",-7.08083332,-41.43499999,10,19.9,18.19,22.48,"2208007","Out"
